ticker,date,open,high,low,close
BTRST,2022-08-02,2.26068,2.30078,2.16654,2.2104
BTRST,2022-08-03,2.21338,2.22447,2.13341,2.20055
BTRST,2022-08-04,2.20448,2.23054,2.14506,2.14506
BTRST,2022-08-05,2.14506,2.19544,2.09598,2.18044
BTRST,2022-08-06,2.17041,2.21551,2.17041,2.21251
BTRST,2022-08-07,2.21649,2.58457,2.1103,2.2404
BTRST,2022-08-08,2.24343,2.30048,2.19635,2.21227
BTRST,2022-08-09,2.21227,2.50843,2.12034,2.13245
BTRST,2022-08-10,2.13843,2.22051,2.09557,2.19666
BTRST,2022-08-11,2.19188,2.2148,2.18968,2.19503
BTRST,2022-08-12,2.1951,2.2051,2.15173,2.16299
BTRST,2022-08-13,2.16297,2.20506,2.15986,2.18988
BTRST,2022-08-14,2.19285,2.19773,2.10548,2.10665
BTRST,2022-08-15,2.10684,2.10965,1.96449,2.03547
BTRST,2022-08-16,2.03551,2.04259,2.02932,2.03418
BTRST,2022-08-17,2.03718,2.04729,2.03104,2.03414
BTRST,2022-08-18,2.03214,2.03431,2.00902,2.00902
BTRST,2022-08-19,2.0092,2.0182,1.892,1.89819
BTRST,2022-08-20,1.89609,1.93319,1.89187,1.90998
BTRST,2022-08-21,1.91096,1.96506,1.90977,1.92496
BTRST,2022-08-22,1.92494,1.92508,1.8206,1.82869
BTRST,2022-08-23,1.83067,1.95404,1.82867,1.93404
BTRST,2022-08-24,1.934,1.965,1.93002,1.93417
BTRST,2022-08-25,1.93417,1.9411,1.89892,1.90806
BTRST,2022-08-26,1.90506,2.8962,1.90487,2.53225
BTRST,2022-08-27,2.52523,3.01594,1.92704,1.96606
BTRST,2022-08-28,1.96406,2.13502,1.90808,1.94
BTRST,2022-08-29,1.93598,2.06,1.88221,1.90513
BTRST,2022-08-30,1.90519,2.05102,1.85909,1.86417
BTRST,2022-08-31,1.86015,1.97726,1.85911,1.96698
BTRST,2022-09-01,1.96898,1.98792,1.82598,1.91389
BTRST,2022-09-02,1.91389,1.93914,1.83002,1.90223
BTRST,2022-09-03,1.8973,1.93,1.89128,1.90619
BTRST,2022-09-04,1.907,1.9562,1.897,1.941
BTRST,2022-09-05,1.947,1.9632,1.904,1.9542
BTRST,2022-09-06,1.95019,1.959,1.89081,1.897
BTRST,2022-09-07,1.895,1.94021,1.88515,1.94014
BTRST,2022-09-08,1.94014,2.21524,1.86734,1.8833
BTRST,2022-09-09,1.877,2.08556,1.877,1.98465
BTRST,2022-09-10,1.9874,2.05958,1.95957,2.04139
BTRST,2022-09-11,2.04239,2.11357,2.02865,2.11153
BTRST,2022-09-12,2.10753,2.2286,2.07552,2.13338
BTRST,2022-09-13,2.13738,2.18972,2.11046,2.16704
BTRST,2022-09-14,2.16622,2.16904,2.06519,2.10757
BTRST,2022-09-15,2.10653,2.15104,2.09823,2.14779
BTRST,2022-09-16,2.14685,2.16687,2.10358,2.147
BTRST,2022-09-17,2.14679,2.161,2.143,2.14721
BTRST,2022-09-18,2.15,2.15922,2.08279,2.106
BTRST,2022-09-19,2.10079,2.15122,2.099,2.14643
BTRST,2022-09-20,2.14421,2.49125,2.13343,2.26023
BTRST,2022-09-21,2.25605,2.50725,2.21922,2.386
BTRST,2022-09-22,2.391,2.399,2.37176,2.383
BTRST,2022-09-23,2.38024,2.70673,2.37576,2.59974
BTRST,2022-09-24,2.60082,2.60982,2.43385,2.5102
BTRST,2022-09-25,2.513,2.53918,2.48815,2.492
BTRST,2022-09-26,2.494,2.502,2.40176,2.415
BTRST,2022-09-27,2.415,2.435,2.393,2.407
BTRST,2022-09-28,2.411,2.48,2.384,2.473
BTRST,2022-09-29,2.474,2.507,2.382,2.39024
BTRST,2022-09-30,2.39224,2.42448,2.34,2.347
BTRST,2022-10-01,2.345,2.34823,2.152,2.21022
BTRST,2022-10-02,2.212,2.21322,2.156,2.158
BTRST,2022-10-03,2.157,2.16343,2.151,2.15722
BTRST,2022-10-04,2.15722,2.25545,2.15422,2.20066
BTRST,2022-10-05,2.19966,2.20366,2.16043,2.17522
BTRST,2022-10-06,2.17543,2.22036,2.1713,2.20638
BTRST,2022-10-07,2.2084,2.20844,2.16013,2.1653
BTRST,2022-10-08,2.16528,2.16528,2.06219,2.06452
BTRST,2022-10-09,2.06354,2.11221,1.0481,2.10721
BTRST,2022-10-10,2.10921,2.10942,2.05879,2.07179
BTRST,2022-10-11,2.069,2.08579,2.0438,2.06179
BTRST,2022-10-12,2.05781,2.07894,2.01594,2.07006
BTRST,2022-10-13,2.07,2.08004,2.04282,2.07217
BTRST,2022-10-14,2.07217,2.14909,2.05204,2.09808
BTRST,2022-10-15,2.10608,2.11917,2.05112,2.0671
BTRST,2022-10-16,2.07212,2.07212,2.03408,2.0671
BTRST,2022-10-17,2.0651,2.13019,2.04304,2.11902
BTRST,2022-10-18,2.12306,2.12611,2.00516,2.0541
BTRST,2022-10-19,2.05421,2.19204,2.00308,2.055
BTRST,2022-10-20,2.05002,2.06008,1.97084,1.97686
BTRST,2022-10-21,1.9768,1.98514,1.82,1.91115
BTRST,2022-10-22,1.91313,1.91513,1.80405,1.81816
BTRST,2022-10-23,1.81816,1.84626,1.76489,1.83924
BTRST,2022-10-24,1.8452,1.86713,1.76604,1.76609
BTRST,2022-10-25,1.77012,1.82962,1.72914,1.74656
BTRST,2022-10-26,1.74359,1.84946,1.71546,1.81351
BTRST,2022-10-27,1.81051,1.81052,1.70112,1.7081
BTRST,2022-10-28,1.7051,1.71314,1.45319,1.65235
BTRST,2022-10-29,1.6573,1.65835,1.55554,1.56036
BTRST,2022-10-30,1.56336,1.98042,1.54632,1.9804
BTRST,2022-10-31,1.99242,1.99944,1.59414,1.62187
BTRST,2022-11-01,1.6209,1.69764,1.5678,1.57284
BTRST,2022-11-02,1.57483,1.60068,1.54792,1.55097
BTRST,2022-11-03,1.55092,1.59484,1.50782,1.53198
BTRST,2022-11-04,1.529,1.63011,1.18195,1.59113
BTRST,2022-11-05,1.58913,1.65225,1.57308,1.61308
BTRST,2022-11-06,1.61306,1.62306,1.57668,1.58211
BTRST,2022-11-07,1.58211,1.6161,1.52814,1.53218
BTRST,2022-11-08,1.53246,1.582,1.36308,1.45234
BTRST,2022-11-09,1.45435,1.47807,1.01102,1.05173
BTRST,2022-11-10,1.04849,1.31273,1.01978,1.26893
BTRST,2022-11-11,1.28952,1.37987,0.9867,1.029
BTRST,2022-11-12,1.03023,1.1659,1.00519,1.06708
BTRST,2022-11-13,1.06608,1.08092,1.01258,1.01977
BTRST,2022-11-14,1.02357,1.05074,0.94986,0.99261
BTRST,2022-11-15,0.9955,1.02298,0.96403,1.00499
BTRST,2022-11-16,1.002,1.01175,0.487575,0.955149
BTRST,2022-11-17,0.957109,0.962172,0.706378,0.913269
BTRST,2022-11-18,0.912297,0.942132,0.894257,0.905957
BTRST,2022-11-19,0.904958,0.929939,0.883947,0.905049
BTRST,2022-11-20,0.90405,0.94885,0.851917,0.865682
BTRST,2022-11-21,0.86767,0.867679,0.776911,0.79904
BTRST,2022-11-22,0.798041,1.08248,0.714185,0.795029
BTRST,2022-11-23,0.793967,0.85394,0.758051,0.8171
BTRST,2022-11-24,0.816101,0.897138,0.806282,0.839294
BTRST,2022-11-25,0.841284,0.853377,0.776402,0.795554
BTRST,2022-11-26,0.796546,0.824472,0.780563,0.784545
BTRST,2022-11-27,0.785536,0.9524,0.782554,0.896426
BTRST,2022-11-28,0.896426,1.17251,0.85154,0.943641
BTRST,2022-11-29,0.944641,0.956627,0.871599,0.893669
BTRST,2022-11-30,0.896668,0.922926,0.884858,0.905054
BTRST,2022-12-01,0.902036,0.941094,0.877009,0.883053
BTRST,2022-12-02,0.883053,1.06003,0.859983,0.99906
BTRST,2022-12-03,1.00006,1.39215,0.975088,1.08011
BTRST,2022-12-04,1.08211,1.14211,0.533,1.0231
BTRST,2022-12-05,1.0261,1.04312,0.666067,0.99303
BTRST,2022-12-06,0.99402,1.00601,0.98698,0.99598
BTRST,2022-12-07,0.99698,0.99699,0.915009,0.919
BTRST,2022-12-08,0.92,0.960182,0.900063,0.900063
BTRST,2022-12-09,0.900063,1.02101,0.900036,0.968029
BTRST,2022-12-10,0.966029,0.99399,0.95199,0.958981
BTRST,2022-12-11,0.96199,0.97501,0.957,0.969097
BTRST,2022-12-12,0.969194,0.974088,0.946299,0.962087
BTRST,2022-12-13,0.962192,0.962192,0.907927,0.949762
BTRST,2022-12-14,0.948782,1.02708,0.908864,0.959067
BTRST,2022-12-15,0.959096,0.960096,0.906181,0.932093
BTRST,2022-12-16,0.928186,0.938094,0.880176,0.884088
BTRST,2022-12-17,0.882088,0.94316,0.878088,0.890116
BTRST,2022-12-18,0.889116,0.909091,0.887106,0.896108
BTRST,2022-12-19,0.895116,0.926009,0.875,0.893
BTRST,2022-12-20,0.891991,0.900982,0.884,0.890036
BTRST,2022-12-21,0.891036,0.97101,0.884027,0.935037
BTRST,2022-12-22,0.935047,0.949,0.9099,0.917844
BTRST,2022-12-23,0.917862,0.922871,0.897901,0.903901
BTRST,2022-12-24,0.90291,0.903955,0.900928,0.902973
BTRST,2022-12-25,0.888964,0.900901,0.454941,0.900865
BTRST,2022-12-26,0.900883,0.90491,0.873825,0.879824
BTRST,2022-12-27,0.879833,0.900811,0.460848,0.87066
BTRST,2022-12-28,0.87066,0.87963,0.854513,0.856537
BTRST,2022-12-29,0.855546,0.861578,0.84063,0.84163
BTRST,2022-12-30,0.842621,0.930525,0.820581,0.930525
BTRST,2022-12-31,0.929526,0.991504,0.911553,0.926537
BTRST,2023-01-01,0.927527,0.930535,0.922548,0.923566
BTRST,2023-01-02,0.922575,0.930628,0.906701,0.9087
BTRST,2023-01-03,0.9087,0.931627,0.907682,0.916652
BTRST,2023-01-04,0.918651,0.93471,0.911626,0.921696
BTRST,2023-01-05,0.922695,0.922723,0.891679,0.894678
BTRST,2023-01-06,0.894732,0.972523,0.886681,0.925704
BTRST,2023-01-07,0.926703,0.952724,0.923769,0.924778
BTRST,2023-01-08,0.926722,0.937,0.914863,0.921862
BTRST,2023-01-09,0.921816,0.953,0.921816,0.938991
BTRST,2023-01-10,0.939991,0.945915,0.925926,0.933131
BTRST,2023-01-11,0.933168,0.95599,0.917963,0.952981
BTRST,2023-01-12,0.953,0.966,0.936813,0.947095
BTRST,2023-01-13,0.946095,0.987118,0.935991,0.980088
BTRST,2023-01-14,0.978078,1.10311,0.978078,1.08805
BTRST,2023-01-15,1.08805,1.10119,1.04829,1.04931
BTRST,2023-01-16,1.05142,1.08535,1.01597,1.03301
BTRST,2023-01-17,1.03103,1.03403,1.01108,1.0191
BTRST,2023-01-18,1.01911,1.03698,0.981,0.98695
BTRST,2023-01-19,0.98794,0.99996,0.97591,0.99097
BTRST,2023-01-20,0.99306,1.03321,0.97993,1.01317
BTRST,2023-01-21,1.01318,1.03719,0.99721,1.02716
BTRST,2023-01-22,1.02615,1.0462,1.01117,1.0212
BTRST,2023-01-23,1.01819,1.04118,1.00503,1.03816
BTRST,2023-01-24,1.03815,1.0522,1.00806,1.01003
BTRST,2023-01-25,1.00903,1.16813,0.99615,1.10218
BTRST,2023-01-26,1.09519,1.11516,1.03305,1.06709
BTRST,2023-01-27,1.06509,1.10031,1.0403,1.08146
BTRST,2023-01-28,1.07941,1.0963,1.06021,1.06021
BTRST,2023-01-29,1.06022,1.0962,1.05826,1.08507
BTRST,2023-01-30,1.08604,1.10711,1.06,1.06406
BTRST,2023-01-31,1.06306,1.08102,1.06092,1.0691
BTRST,2023-02-01,1.0671,1.08308,1.05598,1.08006
BTRST,2023-02-02,1.08005,1.08629,1.06219,1.07522
BTRST,2023-02-03,1.07522,1.08416,1.05509,1.07709
BTRST,2023-02-04,1.07509,1.0771,1.06406,1.0671
BTRST,2023-02-05,1.0651,1.07628,1.06013,1.07627
BTRST,2023-02-06,1.07428,1.09122,1.07003,1.07304
BTRST,2023-02-07,1.07503,1.122,1.06799,1.09007
BTRST,2023-02-08,1.09007,1.1151,1.067,1.06809
BTRST,2023-02-09,1.06807,1.07009,1.04308,1.0461
BTRST,2023-02-10,1.0461,1.04925,0.99119,0.99315
BTRST,2023-02-11,0.99415,1.01912,0.99216,1.01809
BTRST,2023-02-12,1.0152,1.0302,0.99914,1.03008
BTRST,2023-02-13,1.0301,1.03046,0.97346,0.97453
BTRST,2023-02-14,0.97554,1.01134,0.963376,0.997289
BTRST,2023-02-15,0.998529,1.0352,0.989168,1.02018
BTRST,2023-02-16,1.02018,1.03918,0.996169,1.01034
BTRST,2023-02-17,1.00914,1.02106,0.982059,0.992089
BTRST,2023-02-18,0.992099,1.02719,0.992099,1.02017
BTRST,2023-02-19,1.02016,1.05318,0.99307,1.01723
BTRST,2023-02-20,1.01923,1.0623,1.01516,1.04204
BTRST,2023-02-21,1.04204,1.16812,1.03909,1.1032
BTRST,2023-02-22,1.1012,1.1271,1.0911,1.1
BTRST,2023-02-23,1.10199,15.8144,1.09902,1.12215
BTRST,2023-02-24,1.12117,45.3915,1.07999,1.08199
BTRST,2023-02-25,1.082,3.28026,1.04508,1.04607
BTRST,2023-02-26,1.04707,1.04817,1.02414,1.0341
BTRST,2023-02-27,1.03407,1.03521,1.01101,1.01405
BTRST,2023-02-28,1.01406,1.01704,1.00515,1.00822
BTRST,2023-03-01,1.0092,6.50233,1.00011,1.03813
BTRST,2023-03-02,1.03815,1.04318,1.00696,1.00809
BTRST,2023-03-03,1.00909,1.0101,0.91998,0.93406
BTRST,2023-03-04,0.93206,0.93514,0.91608,0.92507
BTRST,2023-03-05,0.92606,0.92909,0.92002,0.9231
BTRST,2023-03-06,0.9231,0.92803,0.90893,0.91095
BTRST,2023-03-07,0.90995,0.91399,0.88987,0.89296
BTRST,2023-03-08,0.89296,0.89306,0.86384,0.86397
BTRST,2023-03-09,0.86391,0.87293,0.83005,0.83107
BTRST,2023-03-10,0.83107,0.83305,0.7929,0.81292
BTRST,2023-03-11,0.8129,0.83785,0.74946,0.78666
BTRST,2023-03-12,0.78476,0.809659,0.771331,0.809635
BTRST,2023-03-13,0.809643,0.859193,0.808634,0.852388
BTRST,2023-03-14,0.852328,0.88647,0.833984,0.880596
BTRST,2023-03-15,0.877653,19.5982,0.847853,0.852566
BTRST,2023-03-16,0.852566,0.86129,0.840124,0.853102
BTRST,2023-03-17,0.849075,0.858577,0.83205,0.85555
BTRST,2023-03-18,0.857565,0.870022,0.847535,0.848766
BTRST,2023-03-19,0.847527,19.7599,0.841181,0.855533
BTRST,2023-03-20,0.855585,0.864013,0.843969,0.849088
BTRST,2023-03-21,0.848093,1.04359,0.842839,0.979123
BTRST,2023-03-22,0.982133,0.996257,0.955201,0.955773
BTRST,2023-03-23,0.958828,0.958947,0.949771,0.951394
BTRST,2023-03-24,0.949671,0.961963,0.94258,0.944041
BTRST,2023-03-25,0.942908,0.96777,0.939933,0.953724
BTRST,2023-03-26,0.95125,0.959763,0.929745,0.952175
BTRST,2023-03-27,0.957551,0.958424,0.926656,0.931137
BTRST,2023-03-28,0.929537,0.940739,0.929332,0.933464
BTRST,2023-03-29,0.933608,0.939963,0.91973,0.920846
BTRST,2023-03-30,0.920267,0.923349,0.90009,0.901152
BTRST,2023-03-31,0.900971,0.90379,0.89958,0.90088
BTRST,2023-04-01,0.899861,0.904544,0.89394,0.901033
BTRST,2023-04-02,0.90167,0.904634,0.895208,0.901559
BTRST,2023-04-03,0.901058,0.901642,0.882353,0.886737
BTRST,2023-04-04,0.885301,0.898559,0.879039,0.879039
BTRST,2023-04-05,0.882123,0.900979,0.875523,0.878516
BTRST,2023-04-06,0.879876,0.885319,0.865789,0.870552
BTRST,2023-04-07,0.873445,0.876087,0.864462,0.873933
BTRST,2023-04-08,0.875038,0.90407,0.872436,0.891548
BTRST,2023-04-09,0.892726,0.894963,0.86628,0.880119
BTRST,2023-04-10,0.880098,0.882818,0.86658,0.869804
BTRST,2023-04-11,0.871262,0.898188,0.869604,0.895377
BTRST,2023-04-12,0.897888,0.907289,0.878925,0.903176
BTRST,2023-04-13,0.901603,0.90526,0.885729,0.894758
BTRST,2023-04-14,0.891735,0.897341,0.888001,0.890974
BTRST,2023-04-15,0.895777,0.895786,0.878246,0.892184
BTRST,2023-04-16,0.890165,0.891666,0.875404,0.884981
BTRST,2023-04-17,0.8874,0.887967,0.86468,0.86481
BTRST,2023-04-18,0.86863,0.870318,0.857772,0.865456
BTRST,2023-04-19,0.857772,0.87,0.841668,0.843939
BTRST,2023-04-20,0.839769,0.850367,0.823482,0.823482
BTRST,2023-04-21,0.825358,0.831784,0.822909,0.824334
BTRST,2023-04-22,0.825159,0.832067,0.820582,0.830775
BTRST,2023-04-23,0.828775,0.834875,0.81688,0.820916
BTRST,2023-04-24,0.820775,0.899781,0.816833,0.878118
BTRST,2023-04-25,0.878026,0.896781,0.847475,0.859698
BTRST,2023-04-26,0.859615,0.865799,0.841768,0.84287
BTRST,2023-04-27,0.842,0.845338,0.833692,0.840819
BTRST,2023-04-28,0.834,0.846,0.824,0.845
BTRST,2023-04-29,0.837978,0.847393,0.833625,0.845298
BTRST,2023-04-30,0.845173,0.864667,0.840629,0.861282
BTRST,2023-05-01,0.863066,0.864358,0.828924,0.828924
BTRST,2023-05-02,0.829632,0.837026,0.816839,0.818699
BTRST,2023-05-03,0.817598,0.835951,0.810432,0.81392
BTRST,2023-05-04,0.811811,0.814861,0.804806,0.8104
BTRST,2023-05-05,0.8102,0.810949,0.793489,0.800728
BTRST,2023-05-06,0.803947,0.817179,0.801401,0.81302
BTRST,2023-05-07,0.812519,0.81262,0.804596,0.807576
BTRST,2023-05-08,0.810856,0.811949,0.786605,0.790479
BTRST,2023-05-09,0.78966,0.78966,0.779156,0.781559
BTRST,2023-05-10,0.781258,0.787465,0.774342,0.777599
BTRST,2023-05-11,0.7789,0.780602,0.764864,0.76759
BTRST,2023-05-12,0.769992,0.771494,0.762057,0.764411
BTRST,2023-05-13,0.763658,0.765859,0.755277,0.762357
BTRST,2023-05-14,0.762457,0.764458,0.757554,0.763381
BTRST,2023-05-15,0.763958,0.76736,0.759231,0.759932
BTRST,2023-05-16,0.759131,0.762133,0.752276,0.75968
BTRST,2023-05-17,0.756903,0.76018,0.735468,0.746873
BTRST,2023-05-18,0.747273,0.751125,0.741122,0.742797
BTRST,2023-05-19,0.74464,0.744733,0.73531,0.740285
BTRST,2023-05-20,0.739696,0.806105,0.683346,0.784684
BTRST,2023-05-21,0.785685,0.796478,0.776466,0.78427
BTRST,2023-05-22,0.78407,0.787872,0.776265,0.778067
BTRST,2023-05-23,0.778793,0.782957,0.764723,0.767946
BTRST,2023-05-24,0.766969,0.778816,0.764623,0.776261
BTRST,2023-05-25,0.777392,0.777784,0.768754,0.768969
BTRST,2023-05-26,0.778786,0.783094,0.766915,0.768223
BTRST,2023-05-27,0.766822,0.773502,0.765914,0.773502
BTRST,2023-05-28,0.773987,0.773987,0.761583,0.763868
